sku number,sku name,product line code,product line name,cmr product line,sub platform
SH3B22204.01,"BioProcess Container: Sterilizing Assembly w/ Millipak 60, Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B23149.01,"BioProcess Container: Sterilizing Assembly w/ Pall KA3, Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22887.01,"BioProcess Container: Sterilizing Assembly w/Pall KA1, Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22911.01,"BioProcess Container: Sterilizing Assembly with Millipak 20, Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114916-I,"BioProcess Container: SUA-084, Merck",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B110431-I,"BioProcess Container: Transfer Set Assembly, Eli Lilly",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17014.01,"BioProcess Container: Tubing W/Murus Filter 1000L Aegis5-14, Fujifilm Diosynth Biotechnologies",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B12372-01,BioProcess Container:1000L SUB W/Single Probe BeltAnd DHS Port,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3B12368-01,BioProcess Container:250L SUB (5:1 GEN II) W/DHS &Sensors,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
B114531-I,"BIOREACTEUR 1000L MILIEU/ INOCULUM/ ADDITIFS, SANOFI CHIMIE",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B20912.01,"BIOREACTEUR PRELEVEMENT 2L, SANOFI",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SH3B9421.01,"BIOREACTOR DRAIN ASSEMBLY, NON-IRRADIATED, BIOMARIN",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT111766,"BIOREACTOR FEED ASSEMBLY, ENZENE",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111767,"BIOREACTOR FEED ASSEMBLY, ENZENE",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH30720.01,Bioreactor Probe Assembly,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT18681,"Bioreactor Probe Assembly w/Male KPC (Non-Irradiated), Viralgen",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUT14082,"BIOREACTOR PROBE ASSEMBLY W/MALE KPC (NON-IRRIDIATION), PROANALYTICS",37O,HC BEA,HardwareConsumables,BEA
SH30720-02,Bioreactor probe assembly with CPC AseptiQuik connector(nonsterile for in autocl,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT14839,"Bioreactor Sampling Assembly, AEGIS5-14, Takeda",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B101668-I,BIOREACTOR SAMPLING ASSY,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1480.01,"BIOREACTOR SAMPLING WITH THREE WAY STOPCOCK FITTING, BIOGEN IDEC",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
DDB0050.1011,"Bioreactor, 50L SST Jacketed Single-Use (DynaDrive)",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB3000.17502,"Bioreactor, DynaDrive, 3000L, Single-Use",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB0500.1011,"Bioreactor, DynaDrive, 500L, Neslab Hose Kits, 120 V Vent Filter Heaters",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB0500.19184,"Bioreactor, DynaDrive, 500L, Neslab Hose Kits, 120 V Vent Filter Heaters",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB0500.17504,"Bioreactor, DynaDrive, 500L, Single-Use",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB0050.14577.DEMO.EU,"Bioreactor, DynaDrive, 50L , Single-Use HD",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB0050.17503,"Bioreactor, DynaDrive, 50L, Single-Use",2LG,H DYNADRIVE SUB,BEAHardware,BEA
DDB5000.1021,"Bioreactor, DynaDrive, 5kL",2LG,H DYNADRIVE SUB,BEAHardware,BEA
SUB1000.19067,"Bioreactor, Hyperforma, 1000L, MTO, SST Jacketed",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB1000.18033,"Bioreactor, Hyperforma, 1000L, MTO, SST Jacketed _x000D_
Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB1000.17934,"Bioreactor, Hyperforma, 1000L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB1000.15646,"Bioreactor, Hyperforma, 1000L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0100.16778,"Bioreactor, Hyperforma, 100L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB2000.18874,"Bioreactor, Hyperforma, 2000L",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB2000.18417,"Bioreactor, Hyperforma, 2000L, MTO, SST Jacketed _x000D_
Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB2000.16780,"Bioreactor, Hyperforma, 2000L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0250.19066,"Bioreactor, Hyperforma, 250L, MTO, SST Jacketed Single?Us",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0250.18410,"Bioreactor, Hyperforma, 250L, MTO, SST Jacketed Single?Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0250.17930,"Bioreactor, Hyperforma, 250L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0250.17932,"Bioreactor, Hyperforma, 250L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
G3PRO.19259,"Bioreactor, Hyperforma, 500L, 240VAC VFH, 5:1 TURNDOWN RATIO, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0500.18412,"Bioreactor, Hyperforma, 500L, MTO, SST Jacketed Single?Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0500.18686,"Bioreactor, Hyperforma, 500L, MTO, SST Jacketed Single?Use_x000D_
",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0500.15644,"Bioreactor, Hyperforma, 500L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0500.16776,"Bioreactor, Hyperforma, 500L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0500.14532,"Bioreactor, Hyperforma, 500L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0050.8100.SDI,"Bioreactor, Hyperforma, 50L, 120VAC, VFH, SST Jacketed _x000D_
",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0050.19065,"Bioreactor, Hyperforma, 50L, MTO, SST Jacketed Single?Us",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0050.18408,"Bioreactor, Hyperforma, 50L, MTO, SST Jacketed Single?Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0050.19242,"Bioreactor, Hyperforma, 50L, MTO, SST Jacketed Single?Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB0050.17928,"Bioreactor, Hyperforma, 50L, SST Jacketed Single-Use",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUB1000.19386,"Bioreactor,1000L,  SST Jacketed",2LH,H HYPERFORMA SUB,BEAHardware,BEA
SUT111806,"BIOSC IN LINE FILTER, ENZENE",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
642003-0030,"BIOTAIN, 10L, W/PE HANDLE EACH",2K9,BB30 STERILE CARBOYS,BioproductionContainments,RIGID SOLUTIONS
642017-1190,"BIOTAIN,HDPE, 4L,6-PACK,SBS TRAY,SHRNK,S",2JX,BA15 HDPE BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3750-24,"BIOTAIN,HDPE,4L,ST,BANDED,LP CASE OF 24",2JX,BA15 HDPE BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3751-24,"BIOTAIN,HDPE,4L,ST,BP CASE OF 24",2JX,BA15 HDPE BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3751-42,"BIOTAIN,HDPE,4L,ST,LP CASE OF 24",2JX,BA15 HDPE BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
649800-7042,"BIOTAIN,HDPE,4L,ST,SILVSEAL",2JX,BA15 HDPE BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
642017-0970,"Biotain,PC,10L,NON-ST,LP,PE Handle",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3410-42,"BIOTAIN,PC,10L,ST,LP CASE OF 2",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3410-08,"BIOTAIN,PC,10L,ST,LP,PE HANDLE CASE OF 2",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3030-42,"BIOTAIN,PC,125ML,ST,LP CASE OF 50",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3120-42,"BIOTAIN,PC,1L,ST,LP,CTN LIN CASE OF 35",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3423-42,"BIOTAIN,PC,20L, ST, LP CASE OF 3",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3233-42,"BIOTAIN,PC,2L,ST,LP CASE OF 20",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3405-42,"BIOTAIN,PC,5L,ST,LP CASE OF 6",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3405-16,"BIOTAIN,PC,5L,ST,LP,PE HANDLE CASE OF 6",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3025-42,"BIOTAIN,PETG,125ML,ST,LP CASE OF 100",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3110-35,"BIOTAIN,PETG,1L,ST,BP CASE OF 35",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3110-42,"BIOTAIN,PETG,1L,ST,LP CASE OF 35",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3230-20,"BIOTAIN,PETG,2L,ST,BP CASE OF 20",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3230-42,"BIOTAIN,PETG,2L,ST,LP CASE OF 20",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3005-70,"BIOTAIN,PETG,500ML,ST,BP CASE OF 70",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3005-42,"BIOTAIN,PETG,500ML,ST,LP CASE OF 70",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3415-42,"BIOTAIN,PETG,5L,ST,LP CASE OF 6",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
3415-16,"BIOTAIN,PETG,5L,ST,LP, HANDLE CASE OF 6",2JV,BA05 PETG BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
NAL3410-42,Biotainer carboy 10L PC sterile without handle,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
NAL3423-42,Biotainer carboy 20L PC sterile,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
NAL642010-0180/SPS,Biotainer Carboy 5L PC sterile triple wrapped,4J6,PRODUCTION CARBOYS,BioproductionContainments,RIGID SOLUTIONS
NAL3415-42,Biotainer carboy 5L PETG sterile,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
642014-0290,BIOTAINER PC 10L CASE OF 2,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
642015-0390,BIOTAINER PC 20L CASE OF 3,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
642014-0300,BIOTAINER PC 5L CASE OF 6,2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
2651-0200,BIOTEC CLOSR MIXER SUPPORT ASS EACH,2L2,BE40 TANK ACCESSORIES,BioproductionContainments,RIGID SOLUTIONS
2650-0100,BIOTECH CLSD DOME TK PP;100GAL EACH,2KZ,BE15 CLOSED DOME TANKS,BioproductionContainments,RIGID SOLUTIONS
2650-0030,BIOTECH CLSD DOME TNK PP;30GAL EACH,2KZ,BE15 CLOSED DOME TANKS,BioproductionContainments,RIGID SOLUTIONS
2650-0055,BIOTECH CLSD DOME TNK PP;55GAL EACH,2KZ,BE15 CLOSED DOME TANKS,BioproductionContainments,RIGID SOLUTIONS
SUT11888,"BioTitan T Conn 3/8'' FTA w/AQG HT, Biologos",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
F110-2111-031,"Blade Assembly, SmartScale",37I,CONTROLLER BEA,SUTAutomation,BEA
F110-2111-031-REV-2,"Blade Assembly, SmartScale",2M3,SENSOR,SUTAutomation,BEA
F110-2111-037-REV-4,"Blade Assembly, TruSens Transmitter",2M3,SENSOR,SUTAutomation,BEA
F110-2111-037,"Blade Assembly, TruSens Transmitter, TruSens",2M3,SENSOR,SUTAutomation,BEA
F110-2111-017,"Blade, Comm",37I,CONTROLLER BEA,SUTAutomation,BEA
F110-2111-017-REV-11,"Blade, Comm",2M3,SENSOR,SUTAutomation,BEA
F130-2580-001,Blind Port Assembly,37T,SERVICE BEA,BEAService,BEA
F130-2581-001,"Blind Port Assembly, M18, 1L, 3L, 7L, 15L, Glass Bioreactor, Finesse",37T,SERVICE BEA,BEAService,BEA
,Blocking gate valve BVG-1 R-G 24-1/4,4HE,PRODUCTION CELL CULTURE,ProductionCellCulture,RIGID SOLUTIONS
SV63200.13,"Blower, Regenerative, 1HP, 115-220 VAC 50/60Hz, 3ph",37L,H BEA,BEAHardware,BEA
PROB110196-I,"BMS, 6L BAG MANIFOLD SPINE",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT110964,"BOEHRINGER, 2L BOTTLE ASSEMBLY",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
PROSUT111135,"BOEHRINGER, 33L BOTTLE ASSEMBLY",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
PROSUT110844,"BOEHRINGER, 500ML PETG BOTTLE",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL382019-0125,Bottle 125mL certified clean square media PETG,ZHP,PPM- RAW & WIP,RigidOther,RIGID SOLUTIONS
NAL2100-0004,Bottle 125mL Teflon FEP wide mouth autoclavable,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL2019-1000,Bottle 1L PETG sterile square media with whiteHDPE,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
NAL1600-0032,Bottle 1L Teflon FEP narrow mouth autoclavable,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL2019-0250,Bottle 250mL PETG sterile square media with white,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL1600-0008,Bottle 250mL Teflon FEP narrow mouth autoclavable,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
NAL1600-0001,Bottle 30mL Teflon FEP narrow mouth autoclavable,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL382019-0500,Bottle 500mL certified clean square media PETG,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
NAL2019-0500,Bottle 500mL PETG sterile square media with white,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
NAL2019-0060,Bottle 60mL PETG sterile square media w white HDPE,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
E9Z080PDEPINFOR,"BOTTLE AMBER WIDE MOUTH,CS/4 2.5-LT,WASH,CLEAN,DOUBLE BAGGED",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
B116875-I,BOTTLE ASSEMBLY,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SUT16504,BOTTLE ASSEMBLY Bottle Assembly,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SUT17819,BOTTLE ASSEMBLY Bottle Assembly,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SH3B13368.01,"Bottle Assembly, JCR",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
B117981-I,BOTTLE CAP ASSEMBLY,2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
PROSUT112249,"Bottle Cap Assembly, Agc Biologics",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SUT111276,"Bottle Cap For 5L, Sanofi",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
E21890001PF-48INFOR,"BOTTLE HDPE 30-ML CASE OF 25, PPL AX 500550",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890001PFINFOR,"BOTTLE HDPE 30-ML CASE OF 25, PPL AX 500550",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890002PFINFOR,"BOTTLE HDPE 60-ML, CS/25",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
R6420140050INFOR,"BOTTLE HDPE 83B PP CAP T6420140050,4-LT,6/CS",2K3,BA65 HDPE BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E20029125PFINFOR,"BOTTLE HDPE PYR FREE 4-ML, HDPE, CS/72",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890032PFINFOR,"BOTTLE HDPE PYROGEN FREE 1000-ML,CASE OF 24",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890004PFINFOR,"BOTTLE HDPE PYROGEN FREE 125-ML, CS/72",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890004PF-3INFOR,"BOTTLE HDPE PYROGEN FREE 125-ML, CS/72",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E20029050PF-8INFOR,"BOTTLE HDPE PYROGEN FREE 15-ML,CASE OF 72",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
ECENLV7L2PIE-20INFOR,"BOTTLE HDPE PYROGEN FREE 2000-ML,CASE OF 12",2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
ECENLV7L2PIEINFOR,"BOTTLE HDPE PYROGEN FREE 2000-ML,CASE OF 12",2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
E21200005PFINFOR,"BOTTLE HDPE PYROGEN FREE 2000-ML,CASE OF 6",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21890008PF-5INFOR,"BOTTLE HDPE PYROGEN FREE 250-ML,CASE OF 72",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21200010PFINFOR,"BOTTLE HDPE WITH CAP 4-LT, CS/6, CLEANED",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E21200010PF-20INFOR,"BOTTLE HDPE WITH CAP 4-LT, CS/6, CLEANED",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E20029025PFINFOR,"BOTTLE NARROW MOUTH HDPE 8-ML, 72/CS",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
E20029025PF-12INFOR,"BOTTLE NARROW MOUTH HDPE 8-ML, 72/CS",2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
381600-0016,BOTTLE NM FEP LP LM CERT 16OZ CASE OF 4,2K2,BA60 TEFLON BOTTLES,BioproductionContainments,RIGID SOLUTIONS
381600-0032,BOTTLE NM FEP LP LM CERT 32OZ CASE OF 4,2K2,BA60 TEFLON BOTTLES,BioproductionContainments,RIGID SOLUTIONS
381600-0004,BOTTLE NM FEP LP LM CERT 4OZ CASE OF 6,2K2,BA60 TEFLON BOTTLES,BioproductionContainments,RIGID SOLUTIONS
381600-0008,BOTTLE NM FEP LP LM CERT 8OZ CASE OF 4,2K2,BA60 TEFLON BOTTLES,BioproductionContainments,RIGID SOLUTIONS
NAL381600-0032,Bottle NM FEP Teflon 1000ml,2K2,BA60 TEFLON BOTTLES,BioproductionContainments,RIGID SOLUTIONS
ECENLV7L9PIEINFOR,"BOTTLE PE HD PYROGEN FREE 9-LT,CASE OF 6",2JU,6P50 CUSTOM CE NALGENE,BioproductionContainments,RIGID SOLUTIONS
R6420130370INFOR,"BOTTLE SPECIAL ACET IP TEST 2019-1000 1L, 24/CS",4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
DS2127-2000,"BOTTLE, 2L PC VALIDATION CASE OF 12",2K0,BA40 VALIDATION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
DS2127-0030,"BOTTLE, 30 ML PC VALIDATION CASE OF 30",2K0,BA40 VALIDATION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
DS2126-0030,"BOTTLE, 30 ML PP VALIDATION CASE OF 30",2K0,BA40 VALIDATION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
MS-01727,"BOTTLE,10L,BIOTAINER,3410-99,PC",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-02324,"BOTTLE,125ML,BIOTAINER,3025-99,PETG",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-03000,"BOTTLE,125ML,SQUARE 322020,PETG",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-01894,"BOTTLE,1L,BIOTAINER,3120-99,PC",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-03006,"BOTTLE,1L,SQUARE 2015,PC",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-03001,"BOTTLE,1L,SQUARE 322020,PETG",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-01898,"BOTTLE,2L,BIOTAINER,3233-99,PC",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-03004,"BOTTLE,2L,SQUARE 322020,PETG",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-01000,"BOTTLE,500ML,SQUARE 322020,PETG",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-01899,"BOTTLE,5L,BIOTAINER,3405-99,PC",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
MS-01865,"BOTTLE,60ML,SQUARE,PETG,NON-STERILE",266,COMPONENT,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
R6420120320INFOR,BOTTLES 642012-0320 ACET IP TEST RESIN LOT CS/12,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
SV50177.154,Bottom insertion plate- Delrin- used on 2000L SUB,2LH,H HYPERFORMA SUB,BEAHardware,BEA
SV50177.154,Bottom insertion plate- Delrin- used on 2000L SUB,37L,H BEA,BEAHardware,BEA
SV50177B.20,"BOTTOM RING, 100L-SUB-COMMON-PLATE_x000D_
",2LH,H HYPERFORMA SUB,BEAHardware,BEA
PRO12050,BPC   5:1 SUB Aegis5-14 Non-Irradiated,2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PR012046,BPC  1000L 5 1 SUB  AEGIS5-14,2LH,H HYPERFORMA SUB,BEAHardware,BEA
PRO12046,"BPC - 1000L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO12010,"BPC - 1000L SUM II, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3065815,BPC  1000ML LABTAINER  10 PACK 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO12031,"BPC - 100L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO11950,"BPC - 100L 5:1 SUM, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3071701,BPC  100L BTM DRAIN  STANDARD 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3065812,BPC  100ML LABTAINER  10 PACK 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071302,BPC  10L LABTAINER  STANDARD 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071202,BPC  10L LABTAINER 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B385703,BPC  200 LITER SIDE  GENENTECH 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO12050,"BPC - 2000L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PRO12025,"BPC - 2000L SUM II, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
PRO11954,"BPC - 200L 5:1 SUM, Aegis5-14, (Non-Irradiated)",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3071702,BPC  200L BTM DRAIN  STANDARD 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3094603,BPC  200L ECONOMIXER  STANDARD 200-250L,2LM,H DS300,BEAHardware,BEA
SH3B385401,BPC  200L SIDE DRAIN GENENTECH 50L-200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3070903,BPC  20L LABTAINER  STANDARD 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071203,BPC  20L LABTAINER 4L<50L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PRO12040,"BPC - 250L 5:1 SUB, Aegis5-14, (Non-Irradiated)",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SH3065813,BPC  250ML LABTAINER  10 PACK 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071205,BPC  2L LABTAINER 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3070905,BPC  2L LABTAINERS  STANDARD 0-3L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
